Country,Region,value,variable,year
Ecuador,Latin America and Caribbean,0.48574,Freedom,2015
Bahrain,Middle East and Northern Africa,0.45492,Freedom,2015
Italy,Western Europe,0.26236,Freedom,2015
Bolivia,Latin America and Caribbean,0.57414,Freedom,2015
Moldova,Central and Eastern Europe,0.32818,Freedom,2015
Paraguay,Latin America and Caribbean,0.53899,Freedom,2015
Kazakhstan,Central and Eastern Europe,0.51649,Freedom,2015
Slovenia,Central and Eastern Europe,0.60855,Freedom,2015
Lithuania,Central and Eastern Europe,0.21342,Freedom,2015
Nicaragua,Latin America and Caribbean,0.55475,Freedom,2015
Peru,Latin America and Caribbean,0.41496,Freedom,2015
Belarus,Central and Eastern Europe,0.37938,Freedom,2015
Poland,Central and Eastern Europe,0.53122,Freedom,2015
Malaysia,Southeastern Asia,0.53024,Freedom,2015
Croatia,Central and Eastern Europe,0.25883,Freedom,2015
Libya,Middle East and Northern Africa,0.41668,Freedom,2015
Russia,Central and Eastern Europe,0.36679,Freedom,2015
Jamaica,Latin America and Caribbean,0.50442,Freedom,2015
North Cyprus,Western Europe,0.49027,Freedom,2015
Cyprus,Western Europe,0.40672,Freedom,2015
Algeria,Middle East and Northern Africa,0.28579,Freedom,2015
Kosovo,Central and Eastern Europe,0.24749,Freedom,2015
Turkmenistan,Central and Eastern Europe,0.4761,Freedom,2015
Mauritius,Sub-Saharan Africa,0.56066,Freedom,2015
Hong Kong,Eastern Asia,0.59608,Freedom,2015
Estonia,Central and Eastern Europe,0.44888,Freedom,2015
Indonesia,Southeastern Asia,0.46611,Freedom,2015
Vietnam,Southeastern Asia,0.59444,Freedom,2015
Turkey,Middle East and Northern Africa,0.22815,Freedom,2015
Kyrgyzstan,Central and Eastern Europe,0.43477,Freedom,2015
Nigeria,Sub-Saharan Africa,0.34334,Freedom,2015
Bhutan,Southern Asia,0.53206,Freedom,2015
Azerbaijan,Central and Eastern Europe,0.3703,Freedom,2015
Pakistan,Southern Asia,0.12102,Freedom,2015
Jordan,Middle East and Northern Africa,0.40661,Freedom,2015
Montenegro,Central and Eastern Europe,0.1826,Freedom,2015
China,Eastern Asia,0.51697,Freedom,2015
Zambia,Sub-Saharan Africa,0.48827,Freedom,2015
Romania,Central and Eastern Europe,0.35068,Freedom,2015
Serbia,Central and Eastern Europe,0.20107,Freedom,2015
Portugal,Western Europe,0.51469,Freedom,2015
Latvia,Central and Eastern Europe,0.29671,Freedom,2015
Philippines,Southeastern Asia,0.62545,Freedom,2015
Somaliland region,Sub-Saharan Africa,0.46582,Freedom,2015
Morocco,Middle East and Northern Africa,0.41691,Freedom,2015
Macedonia,Central and Eastern Europe,0.33457,Freedom,2015
Mozambique,Sub-Saharan Africa,0.34037,Freedom,2015
Albania,Central and Eastern Europe,0.35733,Freedom,2015
Bosnia and Herzegovina,Central and Eastern Europe,0.09245,Freedom,2015
Lesotho,Sub-Saharan Africa,0.31767,Freedom,2015
Dominican Republic,Latin America and Caribbean,0.57672,Freedom,2015
Laos,Southeastern Asia,0.59591,Freedom,2015
Mongolia,Eastern Asia,0.43626,Freedom,2015
Swaziland,Sub-Saharan Africa,0.30658,Freedom,2015
Greece,Western Europe,0.07699,Freedom,2015
Lebanon,Middle East and Northern Africa,0.33916,Freedom,2015
Hungary,Central and Eastern Europe,0.32112,Freedom,2015
Honduras,Latin America and Caribbean,0.40148,Freedom,2015
Tajikistan,Central and Eastern Europe,0.47216,Freedom,2015
Tunisia,Middle East and Northern Africa,0.26268,Freedom,2015
Palestinian Territories,Middle East and Northern Africa,0.24499,Freedom,2015
Bangladesh,Southern Asia,0.4082,Freedom,2015
Iran,Middle East and Northern Africa,0.30033,Freedom,2015
Ukraine,Central and Eastern Europe,0.25123,Freedom,2015
Iraq,Middle East and Northern Africa,0,Freedom,2015
South Africa,Sub-Saharan Africa,0.33207,Freedom,2015
Ghana,Sub-Saharan Africa,0.42342,Freedom,2015
Zimbabwe,Sub-Saharan Africa,0.25861,Freedom,2015
Liberia,Sub-Saharan Africa,0.28531,Freedom,2015
India,Southern Asia,0.39786,Freedom,2015
Sudan,Sub-Saharan Africa,0.10081,Freedom,2015
Haiti,Latin America and Caribbean,0.24425,Freedom,2015
Congo (Kinshasa),Sub-Saharan Africa,0.22605,Freedom,2015
Nepal,Southern Asia,0.38282,Freedom,2015
Ethiopia,Sub-Saharan Africa,0.4345,Freedom,2015
Sierra Leone,Sub-Saharan Africa,0.4084,Freedom,2015
Mauritania,Sub-Saharan Africa,0.24232,Freedom,2015
Kenya,Sub-Saharan Africa,0.42215,Freedom,2015
Djibouti,Sub-Saharan Africa,0.46074,Freedom,2015
Armenia,Central and Eastern Europe,0.19847,Freedom,2015
Botswana,Sub-Saharan Africa,0.49495,Freedom,2015
Myanmar,Southeastern Asia,0.44017,Freedom,2015
Georgia,Central and Eastern Europe,0.40577,Freedom,2015
Malawi,Sub-Saharan Africa,0.43054,Freedom,2015
Sri Lanka,Southern Asia,0.53726,Freedom,2015
Cameroon,Sub-Saharan Africa,0.49309,Freedom,2015
Bulgaria,Central and Eastern Europe,0.30587,Freedom,2015
Egypt,Middle East and Northern Africa,0.17288,Freedom,2015
Yemen,Middle East and Northern Africa,0.35571,Freedom,2015
Angola,Sub-Saharan Africa,0.10384,Freedom,2015
Mali,Sub-Saharan Africa,0.38857,Freedom,2015
Congo (Brazzaville),Sub-Saharan Africa,0.41466,Freedom,2015
Comoros,Sub-Saharan Africa,0.22917,Freedom,2015
Uganda,Sub-Saharan Africa,0.45727,Freedom,2015
Senegal,Sub-Saharan Africa,0.36772,Freedom,2015
Gabon,Sub-Saharan Africa,0.31914,Freedom,2015
Niger,Sub-Saharan Africa,0.47692,Freedom,2015
Cambodia,Southeastern Asia,0.66246,Freedom,2015
Tanzania,Sub-Saharan Africa,0.32878,Freedom,2015
Madagascar,Sub-Saharan Africa,0.19184,Freedom,2015
Central African Republic,Sub-Saharan Africa,0.48879,Freedom,2015
Chad,Sub-Saharan Africa,0.23501,Freedom,2015
Guinea,Sub-Saharan Africa,0.37725,Freedom,2015
Ivory Coast,Sub-Saharan Africa,0.46866,Freedom,2015
Burkina Faso,Sub-Saharan Africa,0.39493,Freedom,2015
Afghanistan,Southern Asia,0.23414,Freedom,2015
Rwanda,Sub-Saharan Africa,0.59201,Freedom,2015
Benin,Sub-Saharan Africa,0.4845,Freedom,2015
Syria,Middle East and Northern Africa,0.15684,Freedom,2015
Burundi,Sub-Saharan Africa,0.1185,Freedom,2015
Togo,Sub-Saharan Africa,0.36453,Freedom,2015
Denmark,Western Europe,0.57941,Freedom,2016
Switzerland,Western Europe,0.58557,Freedom,2016
Iceland,Western Europe,0.56624,Freedom,2016
Norway,Western Europe,0.59609,Freedom,2016
Finland,Western Europe,0.57104,Freedom,2016
Canada,North America,0.5737,Freedom,2016
Netherlands,Western Europe,0.55211,Freedom,2016
New Zealand,Australia and New Zealand,0.58147,Freedom,2016
Australia,Australia and New Zealand,0.56837,Freedom,2016
Sweden,Western Europe,0.58218,Freedom,2016
Israel,Middle East and Northern Africa,0.36432,Freedom,2016
Austria,Western Europe,0.54355,Freedom,2016
United States,North America,0.48163,Freedom,2016
Costa Rica,Latin America and Caribbean,0.55225,Freedom,2016
Puerto Rico,Latin America and Caribbean,0.46823,Freedom,2016
Germany,Western Europe,0.53466,Freedom,2016
Brazil,Latin America and Caribbean,0.40425,Freedom,2016
Belgium,Western Europe,0.51354,Freedom,2016
Ireland,Western Europe,0.54008,Freedom,2016
Luxembourg,Western Europe,0.5487,Freedom,2016
Mexico,Latin America and Caribbean,0.37709,Freedom,2016
Singapore,Southeastern Asia,0.4877,Freedom,2016
United Kingdom,Western Europe,0.50036,Freedom,2016
Chile,Latin America and Caribbean,0.37789,Freedom,2016
Panama,Latin America and Caribbean,0.48927,Freedom,2016
Argentina,Latin America and Caribbean,0.42284,Freedom,2016
Czech Republic,Central and Eastern Europe,0.41418,Freedom,2016
United Arab Emirates,Middle East and Northern Africa,0.56215,Freedom,2016
Uruguay,Latin America and Caribbean,0.54388,Freedom,2016
Malta,Western Europe,0.54994,Freedom,2016
Colombia,Latin America and Caribbean,0.44735,Freedom,2016
France,Western Europe,0.46562,Freedom,2016
Thailand,Southeastern Asia,0.49553,Freedom,2016
Saudi Arabia,Middle East and Northern Africa,0.37904,Freedom,2016
Taiwan,Eastern Asia,0.32377,Freedom,2016
Qatar,Middle East and Northern Africa,0.56679,Freedom,2016
Spain,Western Europe,0.37545,Freedom,2016
Algeria,Middle East and Northern Africa,0.21006,Freedom,2016
Guatemala,Latin America and Caribbean,0.50379,Freedom,2016
Suriname,Latin America and Caribbean,0.52234,Freedom,2016
Kuwait,Middle East and Northern Africa,0.43166,Freedom,2016
Bahrain,Middle East and Northern Africa,0.47375,Freedom,2016
Trinidad and Tobago,Latin America and Caribbean,0.48453,Freedom,2016
Venezuela,Latin America and Caribbean,0.19847,Freedom,2016
Slovakia,Central and Eastern Europe,0.23391,Freedom,2016
El Salvador,Latin America and Caribbean,0.37269,Freedom,2016
Malaysia,Southeastern Asia,0.39031,Freedom,2016
Nicaragua,Latin America and Caribbean,0.46582,Freedom,2016
Uzbekistan,Central and Eastern Europe,0.60848,Freedom,2016
Italy,Western Europe,0.18827,Freedom,2016
Ecuador,Latin America and Caribbean,0.4027,Freedom,2016
Belize,Latin America and Caribbean,0.51231,Freedom,2016
Japan,Eastern Asia,0.46761,Freedom,2016
Kazakhstan,Central and Eastern Europe,0.4052,Freedom,2016
Moldova,Central and Eastern Europe,0.25202,Freedom,2016
Russia,Central and Eastern Europe,0.32682,Freedom,2016
Poland,Central and Eastern Europe,0.4519,Freedom,2016
South Korea,Eastern Asia,0.25168,Freedom,2016
Bolivia,Latin America and Caribbean,0.50961,Freedom,2016
Lithuania,Central and Eastern Europe,0.18929,Freedom,2016
Belarus,Central and Eastern Europe,0.29091,Freedom,2016
North Cyprus,Western Europe,0.43596,Freedom,2016
Slovenia,Central and Eastern Europe,0.53164,Freedom,2016
Peru,Latin America and Caribbean,0.37502,Freedom,2016
Turkmenistan,Central and Eastern Europe,0.37408,Freedom,2016
Mauritius,Sub-Saharan Africa,0.46145,Freedom,2016
Libya,Middle East and Northern Africa,0.40672,Freedom,2016
Latvia,Central and Eastern Europe,0.27996,Freedom,2016
Cyprus,Western Europe,0.29507,Freedom,2016
Paraguay,Latin America and Caribbean,0.46235,Freedom,2016
Romania,Central and Eastern Europe,0.36712,Freedom,2016
Estonia,Central and Eastern Europe,0.41511,Freedom,2016
Jamaica,Latin America and Caribbean,0.43597,Freedom,2016
Croatia,Central and Eastern Europe,0.23907,Freedom,2016
Hong Kong,Eastern Asia,0.48079,Freedom,2016
Somalia,Sub-Saharan Africa,0.56778,Freedom,2016
Kosovo,Central and Eastern Europe,0.14396,Freedom,2016
Turkey,Middle East and Northern Africa,0.23889,Freedom,2016
Indonesia,Southeastern Asia,0.39237,Freedom,2016
Jordan,Middle East and Northern Africa,0.36023,Freedom,2016
Azerbaijan,Central and Eastern Europe,0.35327,Freedom,2016
Philippines,Southeastern Asia,0.54854,Freedom,2016
China,Eastern Asia,0.44012,Freedom,2016
Bhutan,Southern Asia,0.46074,Freedom,2016
Kyrgyzstan,Central and Eastern Europe,0.40212,Freedom,2016
Serbia,Central and Eastern Europe,0.15718,Freedom,2016
Bosnia and Herzegovina,Central and Eastern Europe,0.09511,Freedom,2016
Montenegro,Central and Eastern Europe,0.15111,Freedom,2016
Dominican Republic,Latin America and Caribbean,0.52259,Freedom,2016
Morocco,Middle East and Northern Africa,0.25646,Freedom,2016
Hungary,Central and Eastern Europe,0.1977,Freedom,2016
Pakistan,Southern Asia,0.14622,Freedom,2016
Lebanon,Middle East and Northern Africa,0.26228,Freedom,2016
Portugal,Western Europe,0.44727,Freedom,2016
Macedonia,Central and Eastern Europe,0.27668,Freedom,2016
Vietnam,Southeastern Asia,0.55954,Freedom,2016
Somaliland Region,Sub-Saharan Africa,0.3913,Freedom,2016
Tunisia,Middle East and Northern Africa,0.23553,Freedom,2016
Greece,Western Europe,0.05822,Freedom,2016
Tajikistan,Central and Eastern Europe,0.43408,Freedom,2016
Mongolia,Eastern Asia,0.35972,Freedom,2016
Laos,Southeastern Asia,0.52168,Freedom,2016
Nigeria,Sub-Saharan Africa,0.27854,Freedom,2016
Honduras,Latin America and Caribbean,0.26755,Freedom,2016
Iran,Middle East and Northern Africa,0.22544,Freedom,2016
Zambia,Sub-Saharan Africa,0.42662,Freedom,2016
Nepal,Southern Asia,0.37012,Freedom,2016
Palestinian Territories,Middle East and Northern Africa,0.17744,Freedom,2016
Albania,Central and Eastern Europe,0.31866,Freedom,2016
Bangladesh,Southern Asia,0.39778,Freedom,2016
Sierra Leone,Sub-Saharan Africa,0.30685,Freedom,2016
Iraq,Middle East and Northern Africa,0.24856,Freedom,2016
Namibia,Sub-Saharan Africa,0.48614,Freedom,2016
Cameroon,Sub-Saharan Africa,0.42736,Freedom,2016
Ethiopia,Sub-Saharan Africa,0.36703,Freedom,2016
South Africa,Sub-Saharan Africa,0.42483,Freedom,2016
Sri Lanka,Southern Asia,0.50817,Freedom,2016
India,Southern Asia,0.40285,Freedom,2016
Myanmar,Southeastern Asia,0.42692,Freedom,2016
Egypt,Middle East and Northern Africa,0.18847,Freedom,2016
Armenia,Central and Eastern Europe,0.14037,Freedom,2016
Kenya,Sub-Saharan Africa,0.40576,Freedom,2016
Ukraine,Central and Eastern Europe,0.12859,Freedom,2016
Ghana,Sub-Saharan Africa,0.40973,Freedom,2016
Congo (Kinshasa),Sub-Saharan Africa,0.15602,Freedom,2016
Georgia,Central and Eastern Europe,0.32461,Freedom,2016
Congo (Brazzaville),Sub-Saharan Africa,0.37938,Freedom,2016
Senegal,Sub-Saharan Africa,0.31056,Freedom,2016
Bulgaria,Central and Eastern Europe,0.21219,Freedom,2016
Mauritania,Sub-Saharan Africa,0.1268,Freedom,2016
Zimbabwe,Sub-Saharan Africa,0.25429,Freedom,2016
Malawi,Sub-Saharan Africa,0.4143,Freedom,2016
Sudan,Sub-Saharan Africa,0,Freedom,2016
Gabon,Sub-Saharan Africa,0.28098,Freedom,2016
Mali,Sub-Saharan Africa,0.27544,Freedom,2016
Haiti,Latin America and Caribbean,0.12072,Freedom,2016
Botswana,Sub-Saharan Africa,0.44089,Freedom,2016
Comoros,Sub-Saharan Africa,0.15412,Freedom,2016
Ivory Coast,Sub-Saharan Africa,0.40663,Freedom,2016
Cambodia,Southeastern Asia,0.58852,Freedom,2016
Angola,Sub-Saharan Africa,0.00589,Freedom,2016
Niger,Sub-Saharan Africa,0.38041,Freedom,2016
South Sudan,Sub-Saharan Africa,0.19662,Freedom,2016
Chad,Sub-Saharan Africa,0.12807,Freedom,2016
Burkina Faso,Sub-Saharan Africa,0.3337,Freedom,2016
Uganda,Sub-Saharan Africa,0.43653,Freedom,2016
Yemen,Middle East and Northern Africa,0.2287,Freedom,2016
Madagascar,Sub-Saharan Africa,0.13684,Freedom,2016
Tanzania,Sub-Saharan Africa,0.3176,Freedom,2016
Liberia,Sub-Saharan Africa,0.25748,Freedom,2016
Guinea,Sub-Saharan Africa,0.30953,Freedom,2016
Rwanda,Sub-Saharan Africa,0.5432,Freedom,2016
Benin,Sub-Saharan Africa,0.39747,Freedom,2016
Afghanistan,Southern Asia,0.1643,Freedom,2016
Togo,Sub-Saharan Africa,0.34678,Freedom,2016
Syria,Middle East and Northern Africa,0.06912,Freedom,2016
Burundi,Sub-Saharan Africa,0.0432,Freedom,2016
Switzerland,Western Europe,0.41978,Trust (Government Corruption),2015
Iceland,Western Europe,0.14145,Trust (Government Corruption),2015
Denmark,Western Europe,0.48357,Trust (Government Corruption),2015
Norway,Western Europe,0.36503,Trust (Government Corruption),2015
Canada,North America,0.32957,Trust (Government Corruption),2015
Finland,Western Europe,0.41372,Trust (Government Corruption),2015
Netherlands,Western Europe,0.31814,Trust (Government Corruption),2015
Sweden,Western Europe,0.43844,Trust (Government Corruption),2015
New Zealand,Australia and New Zealand,0.42922,Trust (Government Corruption),2015
Australia,Australia and New Zealand,0.35637,Trust (Government Corruption),2015
Israel,Middle East and Northern Africa,0.07785,Trust (Government Corruption),2015
Costa Rica,Latin America and Caribbean,0.10583,Trust (Government Corruption),2015
Austria,Western Europe,0.18676,Trust (Government Corruption),2015
Mexico,Latin America and Caribbean,0.21312,Trust (Government Corruption),2015
United States,North America,0.1589,Trust (Government Corruption),2015
Brazil,Latin America and Caribbean,0.17521,Trust (Government Corruption),2015
Luxembourg,Western Europe,0.37798,Trust (Government Corruption),2015
Ireland,Western Europe,0.28703,Trust (Government Corruption),2015
Belgium,Western Europe,0.2254,Trust (Government Corruption),2015
United Arab Emirates,Middle East and Northern Africa,0.38583,Trust (Government Corruption),2015
United Kingdom,Western Europe,0.32067,Trust (Government Corruption),2015
Oman,Middle East and Northern Africa,0.32524,Trust (Government Corruption),2015
Venezuela,Latin America and Caribbean,0.11069,Trust (Government Corruption),2015
Singapore,Southeastern Asia,0.4921,Trust (Government Corruption),2015
Panama,Latin America and Caribbean,0.0927,Trust (Government Corruption),2015
Germany,Western Europe,0.21843,Trust (Government Corruption),2015
Chile,Latin America and Caribbean,0.12869,Trust (Government Corruption),2015
Qatar,Middle East and Northern Africa,0.52208,Trust (Government Corruption),2015
France,Western Europe,0.20646,Trust (Government Corruption),2015
Argentina,Latin America and Caribbean,0.08484,Trust (Government Corruption),2015
Czech Republic,Central and Eastern Europe,0.02652,Trust (Government Corruption),2015
Uruguay,Latin America and Caribbean,0.24558,Trust (Government Corruption),2015
Colombia,Latin America and Caribbean,0.0512,Trust (Government Corruption),2015
Thailand,Southeastern Asia,0.03187,Trust (Government Corruption),2015
Saudi Arabia,Middle East and Northern Africa,0.32524,Trust (Government Corruption),2015
Spain,Western Europe,0.06398,Trust (Government Corruption),2015
Malta,Western Europe,0.13586,Trust (Government Corruption),2015
Taiwan,Eastern Asia,0.08129,Trust (Government Corruption),2015
Kuwait,Middle East and Northern Africa,0.25609,Trust (Government Corruption),2015
Suriname,Latin America and Caribbean,0.13633,Trust (Government Corruption),2015
Trinidad and Tobago,Latin America and Caribbean,0.0114,Trust (Government Corruption),2015
El Salvador,Latin America and Caribbean,0.11776,Trust (Government Corruption),2015
Guatemala,Latin America and Caribbean,0.09472,Trust (Government Corruption),2015
Uzbekistan,Central and Eastern Europe,0.30826,Trust (Government Corruption),2015
Slovakia,Central and Eastern Europe,0.03431,Trust (Government Corruption),2015
Japan,Eastern Asia,0.1806,Trust (Government Corruption),2015
South Korea,Eastern Asia,0.07857,Trust (Government Corruption),2015
Ecuador,Latin America and Caribbean,0.1809,Trust (Government Corruption),2015
Bahrain,Middle East and Northern Africa,0.306,Trust (Government Corruption),2015
Italy,Western Europe,0.02901,Trust (Government Corruption),2015
Bolivia,Latin America and Caribbean,0.088,Trust (Government Corruption),2015
Moldova,Central and Eastern Europe,0.01615,Trust (Government Corruption),2015
Paraguay,Latin America and Caribbean,0.08242,Trust (Government Corruption),2015
Kazakhstan,Central and Eastern Europe,0.08454,Trust (Government Corruption),2015
Slovenia,Central and Eastern Europe,0.03787,Trust (Government Corruption),2015
Lithuania,Central and Eastern Europe,0.01031,Trust (Government Corruption),2015
Nicaragua,Latin America and Caribbean,0.19317,Trust (Government Corruption),2015
Peru,Latin America and Caribbean,0.05989,Trust (Government Corruption),2015
Belarus,Central and Eastern Europe,0.1909,Trust (Government Corruption),2015
Poland,Central and Eastern Europe,0.04212,Trust (Government Corruption),2015
Malaysia,Southeastern Asia,0.10501,Trust (Government Corruption),2015
Croatia,Central and Eastern Europe,0.0243,Trust (Government Corruption),2015
Libya,Middle East and Northern Africa,0.11023,Trust (Government Corruption),2015
Russia,Central and Eastern Europe,0.03005,Trust (Government Corruption),2015
Jamaica,Latin America and Caribbean,0.02299,Trust (Government Corruption),2015
North Cyprus,Western Europe,0.1428,Trust (Government Corruption),2015
Cyprus,Western Europe,0.06146,Trust (Government Corruption),2015
Algeria,Middle East and Northern Africa,0.17383,Trust (Government Corruption),2015
Kosovo,Central and Eastern Europe,0.04741,Trust (Government Corruption),2015
Turkmenistan,Central and Eastern Europe,0.30844,Trust (Government Corruption),2015
Mauritius,Sub-Saharan Africa,0.07521,Trust (Government Corruption),2015
Hong Kong,Eastern Asia,0.37124,Trust (Government Corruption),2015
Estonia,Central and Eastern Europe,0.15184,Trust (Government Corruption),2015
Indonesia,Southeastern Asia,0,Trust (Government Corruption),2015
Vietnam,Southeastern Asia,0.10441,Trust (Government Corruption),2015
Turkey,Middle East and Northern Africa,0.15746,Trust (Government Corruption),2015
Kyrgyzstan,Central and Eastern Europe,0.04232,Trust (Government Corruption),2015
Nigeria,Sub-Saharan Africa,0.0403,Trust (Government Corruption),2015
Bhutan,Southern Asia,0.15445,Trust (Government Corruption),2015
Azerbaijan,Central and Eastern Europe,0.16065,Trust (Government Corruption),2015
Pakistan,Southern Asia,0.10464,Trust (Government Corruption),2015
Jordan,Middle East and Northern Africa,0.14293,Trust (Government Corruption),2015
Montenegro,Central and Eastern Europe,0.14296,Trust (Government Corruption),2015
China,Eastern Asia,0.02781,Trust (Government Corruption),2015
Zambia,Sub-Saharan Africa,0.12468,Trust (Government Corruption),2015
Romania,Central and Eastern Europe,0.00649,Trust (Government Corruption),2015
Serbia,Central and Eastern Europe,0.02617,Trust (Government Corruption),2015
Portugal,Western Europe,0.01078,Trust (Government Corruption),2015
Latvia,Central and Eastern Europe,0.06332,Trust (Government Corruption),2015
Philippines,Southeastern Asia,0.12279,Trust (Government Corruption),2015
Somaliland region,Sub-Saharan Africa,0.39928,Trust (Government Corruption),2015
Morocco,Middle East and Northern Africa,0.08546,Trust (Government Corruption),2015
Macedonia,Central and Eastern Europe,0.05327,Trust (Government Corruption),2015
Mozambique,Sub-Saharan Africa,0.15603,Trust (Government Corruption),2015
Albania,Central and Eastern Europe,0.06413,Trust (Government Corruption),2015
Bosnia and Herzegovina,Central and Eastern Europe,0.00227,Trust (Government Corruption),2015
Lesotho,Sub-Saharan Africa,0.12504,Trust (Government Corruption),2015
Dominican Republic,Latin America and Caribbean,0.14234,Trust (Government Corruption),2015
Laos,Southeastern Asia,0.24249,Trust (Government Corruption),2015
Mongolia,Eastern Asia,0.02666,Trust (Government Corruption),2015
Swaziland,Sub-Saharan Africa,0.0306,Trust (Government Corruption),2015
Greece,Western Europe,0.01397,Trust (Government Corruption),2015
Lebanon,Middle East and Northern Africa,0.04582,Trust (Government Corruption),2015
Hungary,Central and Eastern Europe,0.02758,Trust (Government Corruption),2015
Honduras,Latin America and Caribbean,0.06825,Trust (Government Corruption),2015
Tajikistan,Central and Eastern Europe,0.15072,Trust (Government Corruption),2015
Tunisia,Middle East and Northern Africa,0.06358,Trust (Government Corruption),2015
Palestinian Territories,Middle East and Northern Africa,0.12905,Trust (Government Corruption),2015
Bangladesh,Southern Asia,0.12569,Trust (Government Corruption),2015
Iran,Middle East and Northern Africa,0.05863,Trust (Government Corruption),2015
Ukraine,Central and Eastern Europe,0.02961,Trust (Government Corruption),2015
Iraq,Middle East and Northern Africa,0.13788,Trust (Government Corruption),2015
South Africa,Sub-Saharan Africa,0.08884,Trust (Government Corruption),2015
Ghana,Sub-Saharan Africa,0.04355,Trust (Government Corruption),2015
Zimbabwe,Sub-Saharan Africa,0.08079,Trust (Government Corruption),2015
Liberia,Sub-Saharan Africa,0.06232,Trust (Government Corruption),2015
India,Southern Asia,0.08492,Trust (Government Corruption),2015
Sudan,Sub-Saharan Africa,0.1466,Trust (Government Corruption),2015
Haiti,Latin America and Caribbean,0.17175,Trust (Government Corruption),2015
Congo (Kinshasa),Sub-Saharan Africa,0.07625,Trust (Government Corruption),2015
Nepal,Southern Asia,0.05907,Trust (Government Corruption),2015
Ethiopia,Sub-Saharan Africa,0.15048,Trust (Government Corruption),2015
Sierra Leone,Sub-Saharan Africa,0.08786,Trust (Government Corruption),2015
Mauritania,Sub-Saharan Africa,0.17461,Trust (Government Corruption),2015
Kenya,Sub-Saharan Africa,0.05839,Trust (Government Corruption),2015
Djibouti,Sub-Saharan Africa,0.28105,Trust (Government Corruption),2015
Armenia,Central and Eastern Europe,0.039,Trust (Government Corruption),2015
Botswana,Sub-Saharan Africa,0.12474,Trust (Government Corruption),2015
Myanmar,Southeastern Asia,0.19034,Trust (Government Corruption),2015
Georgia,Central and Eastern Europe,0.38331,Trust (Government Corruption),2015
Malawi,Sub-Saharan Africa,0.06977,Trust (Government Corruption),2015
Sri Lanka,Southern Asia,0.09179,Trust (Government Corruption),2015
Cameroon,Sub-Saharan Africa,0.05786,Trust (Government Corruption),2015
Bulgaria,Central and Eastern Europe,0.00872,Trust (Government Corruption),2015
Egypt,Middle East and Northern Africa,0.06324,Trust (Government Corruption),2015
Yemen,Middle East and Northern Africa,0.07854,Trust (Government Corruption),2015
Angola,Sub-Saharan Africa,0.07122,Trust (Government Corruption),2015
Mali,Sub-Saharan Africa,0.12352,Trust (Government Corruption),2015
Congo (Brazzaville),Sub-Saharan Africa,0.11686,Trust (Government Corruption),2015
Comoros,Sub-Saharan Africa,0.199,Trust (Government Corruption),2015
Uganda,Sub-Saharan Africa,0.07267,Trust (Government Corruption),2015
Senegal,Sub-Saharan Africa,0.10713,Trust (Government Corruption),2015
Gabon,Sub-Saharan Africa,0.11091,Trust (Government Corruption),2015
Niger,Sub-Saharan Africa,0.15639,Trust (Government Corruption),2015
Cambodia,Southeastern Asia,0.07247,Trust (Government Corruption),2015
Tanzania,Sub-Saharan Africa,0.05747,Trust (Government Corruption),2015
Madagascar,Sub-Saharan Africa,0.08124,Trust (Government Corruption),2015
Central African Republic,Sub-Saharan Africa,0.08289,Trust (Government Corruption),2015
Chad,Sub-Saharan Africa,0.05269,Trust (Government Corruption),2015
Guinea,Sub-Saharan Africa,0.12139,Trust (Government Corruption),2015
Ivory Coast,Sub-Saharan Africa,0.17922,Trust (Government Corruption),2015
Burkina Faso,Sub-Saharan Africa,0.12832,Trust (Government Corruption),2015
Afghanistan,Southern Asia,0.09719,Trust (Government Corruption),2015
Rwanda,Sub-Saharan Africa,0.55191,Trust (Government Corruption),2015
Benin,Sub-Saharan Africa,0.0801,Trust (Government Corruption),2015
Syria,Middle East and Northern Africa,0.18906,Trust (Government Corruption),2015
Burundi,Sub-Saharan Africa,0.10062,Trust (Government Corruption),2015
Togo,Sub-Saharan Africa,0.10731,Trust (Government Corruption),2015
Denmark,Western Europe,0.44453,Trust (Government Corruption),2016
Switzerland,Western Europe,0.41203,Trust (Government Corruption),2016
Iceland,Western Europe,0.14975,Trust (Government Corruption),2016
Norway,Western Europe,0.35776,Trust (Government Corruption),2016
Finland,Western Europe,0.41004,Trust (Government Corruption),2016
Canada,North America,0.31329,Trust (Government Corruption),2016
Netherlands,Western Europe,0.29927,Trust (Government Corruption),2016
New Zealand,Australia and New Zealand,0.41904,Trust (Government Corruption),2016
Australia,Australia and New Zealand,0.32331,Trust (Government Corruption),2016
Sweden,Western Europe,0.40867,Trust (Government Corruption),2016
Israel,Middle East and Northern Africa,0.08728,Trust (Government Corruption),2016
Austria,Western Europe,0.21348,Trust (Government Corruption),2016
United States,North America,0.14868,Trust (Government Corruption),2016
Costa Rica,Latin America and Caribbean,0.10547,Trust (Government Corruption),2016
Puerto Rico,Latin America and Caribbean,0.12275,Trust (Government Corruption),2016
Germany,Western Europe,0.28551,Trust (Government Corruption),2016
Brazil,Latin America and Caribbean,0.14166,Trust (Government Corruption),2016
Belgium,Western Europe,0.26248,Trust (Government Corruption),2016
Ireland,Western Europe,0.29754,Trust (Government Corruption),2016
Luxembourg,Western Europe,0.35329,Trust (Government Corruption),2016
Mexico,Latin America and Caribbean,0.18355,Trust (Government Corruption),2016
